S.NO,Reg_No,Address,"No. of
Children","Status of the
Institution",Name of the Orphanage,City,Country,State,Column1,Column3,Column4,Column2,Column22,Column23,Column24,Column25,Column26
107,644/DSW/2011,"Boys Town Society - Pannaikadu Boys Town, Pannaikadu Priviu, Moolaiyar Post Pannaikadu, Kodaikanal-Tk, Dindugal District",63,"3 years
registration",Boys Town Society - Pannaikadu Boys Town,Dindigul,India,Tamil Nadu,,,,, Dindugal District,,,,
108,645/DSW/2011,"Boys Town Society - Nilakottai Boys Town, Chinamanaickankottai village, Nilakottai (taluk), Dindigul District",71,"3 years
registration",Boys Town Society - Nilakottai Boys Town,Dindigul,India,Tamil Nadu,,,,,,,,,
109,690/DSW/2012,"Goodwill Children’s Homes Charitable Society – Goodwill Children’s Home, Thandigudi – 624 216, Kodaikanal Taluk, Dindugal District",131,"3 years
registration",Goodwill Children’s Homes Charitable Society – Goodwill Children’s Home,Dindigul,India,Tamil Nadu,,,,,,,,,
110,691/DSW/2012,"Goodwill Children’s Homes Charitable Society – Goodwill Childrens Home, Pattiveeranpatti, Athoor Taluk, Dindugal District.",110,"3 years
registration",Goodwill Children’s Homes Charitable Society – Goodwill Childrens Home,Dindigul,India,Tamil Nadu,,,,,,,,,
111,692/DSW/2012,"Goodwill Children’s Homes Charitable Society -Goodwill Childrens Home, Pethampatti, Sanarpatti post, Dindugal District",86,"3 years
registration",Goodwill Children’s Homes Charitable Society -Goodwill Childrens Home,Dindigul,India,Tamil Nadu,,,,,,,,,
112,58/DSW/2010,"Kasthuriba Niketan, Rajan Nagar, Sathiya mangalam, Bhavani Sagar (via), Erode District",130,"3 years
registration",Kasthuriba Niketan,Erode,India,Tamil Nadu,,,,, Erode District,,,,
113,61/DSW/2010,"Tabitha Home, (managed by RMSSI) 129-1, Main Street, Kanji Koil Road, Pallapalayam (po), Ellirpet Neer, Perundhurai (Tk), Erode District.",22,"3 years
registration",Tabitha Home,Erode,India,Tamil Nadu,,,,, Pallapalayam (po), Ellirpet Neer, Perundhurai (Tk), Erode District.,
114,70/DSW/2010,"Trinity Charitable Trust, 116, Abraham Nagar, Kaikaati valasu, Villarasam patti (Po), Erode – 638 107.",15,"3 years
registration",Trinity Charitable Trust,Erode,India,Tamil Nadu,,,,, Villarasam patti (Po), Erode – 638 107.,,,
115,89/DSW/2010,"W.J. Care Centre Trust, 15, Ananda Nagar, Chennimalai Road, Perundurai Erode – 638 052.",35,"3 years
registration",W.J. Care Centre Trust,Erode,India,Tamil Nadu,,,,, Perundurai Erode – 638 052.,,,,
116,90/DSW/2010,"St. Francis Xavier’s Home for Children Periakodiveri (po), D.G. Pudur (via), Gobi (taluk), Erode – 638 503",283,"3 years
registration",St. Francis Xavier’s Home for Children Periakodiveri (po),Erode,India,Tamil Nadu,,,,,,,,,
117,126/DSW/2010,"Ilaya Bharatham Orphan Children Home, 53, Pavadi Street, soorampatti Valasu, Erode-9",26,"3 years
registration",Ilaya Bharatham Orphan Children Home,Erode,India,Tamil Nadu,,,,, Erode-9,,,,
118,163/DSW/2010,"Social Welfare Educational Development Association No.57, Karunai Illam, Main road, (SWEDA) Nanjagoundenpalayam, Gobichettipalayam Erode – 638 476",25,"3 years
registration",Social Welfare Educational Development Association No.57,Erode,India,Tamil Nadu,,,,, Gobichettipalayam Erode – 638 476,,,,
119,164/DSW/2010,"St.Joseph’s Home for Children 413 Soosaipuram, Thalavady Erode District – 638 461",50,"3 years
registration",St.Joseph’s Home for Children 413 Soosaipuram,Erode,India,Tamil Nadu,,,,,,,,,
120,165/DSW/2010,"Sagaya Annai Illam, Chinnapallam, Ammapettai, Erode District – 638 311",25,"3 years
registration",Sagaya Annai Illam,Erode,India,Tamil Nadu,,,,,,,,,
121,166/DSW/2010,"Marialaya, Erode Auxilium Society, Banker thottam, Sastri Nagar Railway Colony Erode – 2",45,"3 years
registration",Marialaya,Erode,India,Tamil Nadu,,,,,,,,,
122,196/DSW/2010,"Bharathiyar Orphan Children Welfare Home D.No.89, Subburaya Mudhaliyar Street, Near Metro Tax, Chennimalai, Erode District – 638051",31,"3 years
registration",Bharathiyar Orphan Children Welfare Home D.No.89,Erode,India,Tamil Nadu,,,,, Erode District – 638051,,,,
123,197/DSW/2010,"Mana Shanthi Illam Trust, 42 Puduvalliampalayam Karattadipalayam Post, Gobi, Erode District – 638453",32,"3 years
registration",Mana Shanthi Illam Trust,Erode,India,Tamil Nadu,,,,,,,,,
124,260/DSW/2010,"Develop Rural India – Karunai Kulanthaikal Illam, Grey Nagar, Vijayamangalam, Perundurai, Erode District",30,"3 years
registration",Develop Rural India – Karunai Kulanthaikal Illam,Erode,India,Tamil Nadu,,,,, Erode District,,,,
125,288/DSW/2010,"Sheeba Social Welfare & New Life Development Association, 6 Kumaran Street, P.Puliampatti-638459, Erode District",50,"3 years
registration",Sheeba Social Welfare & New Life Development Association,Erode,India,Tamil Nadu,,,,,,,,,
126,331/DSW/2010,"Bethany Fellowhip, Kasapettai (po), Erode - 638115",57,"3 years
registration",Bethany Fellowhip,Erode,India,Tamil Nadu,,,,,,,,,
127,356/DSW/2011,"India Gospel Outreach Orphanage for aged & destitute Children, 149, Nehru Nagar, Rangasamuithiram Post, Sathymangalam - 638 402, Erode District.",14,"3 years
registration",India Gospel Outreach Orphanage for aged & destitute Children,Erode,India,Tamil Nadu,,,,, Sathymangalam - 638 402, Erode District.,,,
128,357/DSW/2011,"Kakkum Karangal Karunai Illam - Bethel Social Welfare Trust, 24/3 Raja Street, Rangasamuthiram, Sathyamangalam -638 402, Erode District.",15,"3 years
registration",Kakkum Karangal Karunai Illam - Bethel Social Welfare Trust,Erode,India,Tamil Nadu,,,,, Erode District.,,,,
129,374/DSW/2011,"Sri Venkateswara Welfare Society – Orphan Children’s Home, Saravana Nagar, Thindal, Erode District – 9",61,"3 years
registration",Sri Venkateswara Welfare Society – Orphan Children’s Home,Erode,India,Tamil Nadu,,,,,,,,,
130,418/DSW/2011,"Sri Annaii Illam Education & Charitable Trust, Polavakkalipalayam (post), Gobi (taluk), Erode District – 638 476.",37,"3 years
registration",Sri Annaii Illam Education & Charitable Trust,Erode,India,Tamil Nadu,,,,,,,,,
131,588/DSW/2011,"Coimbatore Diocese Society – St.Ignatius Home for Children, Akkarai Kodiveri Post, Kasipalayam (via) Gobi taluk, Erode District – 638 454",88,"3 years
registration",Coimbatore Diocese Society – St.Ignatius Home for Children,Erode,India,Tamil Nadu,,,,,,,,,
132,589/DSW/2011,"Kasthuriba Gandhi National Memorial Trust, Kasthuriba Gram post, Arachalur -638 101 , Erode District.",78,"3 years
registration",Kasthuriba Gandhi National Memorial Trust,Erode,India,Tamil Nadu,,,,,,,,,
133,62/DSW/2010,"Little Flower Middle School and Home Children, Karumbakkam Village, Kancheepuram District",234,"3 years
registration",Little Flower Middle School and Home Children,Kanchipuram,India,Tamil Nadu,,,,,,,,,
134,78/DSW/2010,"Dazzling Stone Home for Children, Saraswathi Nagar, SiruKalathur, Kundrathur, Chennai – 600 069 Kancheepuram District",104,"3 years
registration",Dazzling Stone Home for Children,Kanchipuram,India,Tamil Nadu,,,,, Chennai – 600 069 Kancheepuram District,,,,
135,97/DSW/2010,"Sinai Prayer House Children’s Home No.144, Madha Koil Street, Mamallapuram, kancheepuram – 603 104",23,"3 years
registration",Sinai Prayer House Children’s Home No.144,Kanchipuram,India,Tamil Nadu,,,,,,,,,
136,98/DSW/2010,"Indian Youth Villages fellowship Children Home No.5, hostel Street, Urapakkam kancheepuram District – 603 210",25,"3 years
registration",Indian Youth Villages fellowship Children Home No.5,Kanchipuram,India,Tamil Nadu,,,,,,,,,
137,99/DSW/2010,"Muthukkal Kuzanthaigal Ashram (Functioning under the comforter), No.83, Manimagalam Road, Naduverapattu (Vill), somangalam (po) Kancheepuram District- 602109 (The registration given to this institution was withdrawn vide Proceedings No.2008/CW-4/2012, dated:26/06/2012)",161,"3 years
registration
CANCELLED",Muthukkal Kuzanthaigal Ashram (Functioning under the comforter),Kanchipuram,India,Tamil Nadu,,,,, somangalam (po) Kancheepuram District- 602109 (The registration given to this institution was withdrawn vide Proceedings No.2008/CW-4/2012, dated:26/06/2012),,,
138,111/DSW/2010,"Punjab Association Home for Destitute Children Vaniynchavadi, Padur (po), Kelampakkam (via), Kancheepuram District – 603 103",150,"3 years
registration",Punjab Association Home for Destitute Children Vaniynchavadi,Kanchipuram,India,Tamil Nadu,,,,,,,,,
139,122/DSW/2010,"Mariamma Children’s Home, Perumal Koil Street, Rajiv Gandhi Road, (old Mamallapuram Road), Paiyanoor, Kancheepuram-603104",28,"3 years
registration",Mariamma Children’s Home,Kanchipuram,India,Tamil Nadu,,,,, Paiyanoor, Kancheepuram-603104,,,
140,123/DSW/2010,"The Boys Home of Hope, Kuzhipanthandalam, (po), (via), Manampathy, Kancheepuram – 603 105",43,"3 years
registration",The Boys Home of Hope,Kanchipuram,India,Tamil Nadu,,,,, Manampathy, Kancheepuram – 603 105,,,
141,124/DSW/2010,"Kattaikkuttu Sangam, 36, Punjarasanthankal Village Aiyankarkulam post, Kancheepuram District – 631 502",47,"3 years
registration",Kattaikkuttu Sangam,Kanchipuram,India,Tamil Nadu,,,,,,,,,
142,125/DSW/2010,"Society for the Educational and Economic Development, Seed-Ceyrac Home, Venkatrangampillai, Chatiram, Chennai Bangalore high road, Opp PWD Inspection Bungalow, Sriperumbudur – 602 105 Kancheepuram District",300,"3 years
registration",Society for the Educational and Economic Development,Kanchipuram,India,Tamil Nadu,,,,, Chennai Bangalore high road, Opp PWD Inspection Bungalow, Sriperumbudur – 602 105 Kancheepuram District,,
143,142/DSW/2010,"Child Haven International (India) Kaliyampoondi Village & Post, uthiramerur Taluk, Kancheepuram District – 603 402",206,"3 years
registration",Child Haven International (India) Kaliyampoondi Village & Post,Kanchipuram,India,Tamil Nadu,,,,,,,,,
144,145/DSW/2010,"Sharing Hands Trust, New No.489/4, old no.156/4, Unamanchery Road, 11, Kolapakkam, (via) Vandalur, Chennai, kancheepuram District – 600 048",53,"3 years
registration",Sharing Hands Trust,Kanchipuram,India,Tamil Nadu,,,,,11, Kolapakkam, (via) Vandalur, Chennai, kancheepuram District – 600 048
145,146/DSW/2010,"Kenneth Dick Family Charitable Trust, Narrow Lane, Indira Nagar, Kuzhipanthandalam Village & post Manampatti (via), Kancheepuram District – 603 105",6,"3 years
registration",Kenneth Dick Family Charitable Trust,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District – 603 105,,,,
146,147/DSW/2010,"Mission In Action No.6, 11^{th} Cross Street Mahalakshmi Nagar, Guduvanchery Village Chengalpattu taluk, Kancheepuram District",90,"3 years
registration",Mission In Action No.6,Kanchipuram,India,Tamil Nadu,,,,,,,,,
147,154/DSW/2010,"Jeevan Roshini Charitable Trust, Roshini Home, 1/180, 3^{rd} Street, Viduthalai Nagar, Sunnambu Kolathur, Kovilambakkam, Chennai – 600 117, Kancheepuram District",41,"3 years
registration",Jeevan Roshini Charitable Trust,Kanchipuram,India,Tamil Nadu,,,,, Viduthalai Nagar, Sunnambu Kolathur, Kovilambakkam, Chennai – 600 117, Kancheepuram District
148,167/DSW/2010,"Rani Saraswathi India Trust, Wisdom Home for Children Plot No.11, K.V. Street, Alagasa Nagar Chengalpet, Kancheepuram District",154,"3 years
registration",Rani Saraswathi India Trust,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District,,,,
149,168/DSW/2010,"Pamela Martinez Pathway Matriculation School Children’s Home (Dr. Dathu Rao Memorial Charitable Trust), Agili Village, Sendivakkam post, Madhuranthagam Taluk Kancheepuram – 603 319",230,"3 years
registration",Pamela Martinez Pathway Matriculation School Children’s Home (Dr. Dathu Rao Memorial Charitable Trust),Kanchipuram,India,Tamil Nadu,,,,,,,,,
150,169/DSW/2010,"The Seventh Star Social Service Centre for the Disabled People – Seventh Star Destitute Children Home, No.194, Chunempet road, New Mambakkam Village, Madhuranthagam – 603 306 Kancheepuram District",23,"3 years
registration",The Seventh Star Social Service Centre for the Disabled People – Seventh Star Destitute Children Home,Kanchipuram,India,Tamil Nadu,,,,, Madhuranthagam – 603 306 Kancheepuram District,,,,
151,205/DSW/2010,"Kolbe Kudil Children Home, W/3/8k, Mariamman Koil Street, 230,Vallam, Chengelpet 603 002, Kancheepuram District.",30,"3 years
registration",Kolbe Kudil Children Home,Kanchipuram,India,Tamil Nadu,,,,,Vallam, Chengelpet 603 002, Kancheepuram District.,,
152,206/DSW/2010,"Little Angels Children’s Home, No.15, Poonchery Village, East Cost Road, Mamallapuram – 603 104, Kancheepuram District.",17,"3 years
registration",Little Angels Children’s Home,Kanchipuram,India,Tamil Nadu,,,,, Mamallapuram – 603 104, Kancheepuram District.,,,
153,225/DSW/2010,"Gurukulam Kalvi Kuzhu, Gurukulam, Madurantakam – 603 306, Kanchipuram District",29,"3 years
registration",Gurukulam Kalvi Kuzhu,Kanchipuram,India,Tamil Nadu,,,,,,,,,
154,226/DSW/2010,"Loyola Hr.Sec.School Hostels for Boys, Girls and Children (The Chengai Jesuit Society Loyola Educational Institutions), Kuppayanallur, Uthiramirur – 603 406, Kancheepuram District",368,"3 years
registration",Loyola Hr.Sec.School Hostels for Boys,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District,,,,
155,240/DSW/2010,"Ramakrishna Mission – Swami Sankarananda Student’s Home (Orphanage), Hanumanthaputheri, chengalpattu-603002, Kancheepuram District",88,"3 years
registration",Ramakrishna Mission – Swami Sankarananda Student’s Home (Orphanage),Kanchipuram,India,Tamil Nadu,,,,,,,,,
156,241/DSW/2010,"Hosanna Children Home, No.3, Mettu Street, Poonchery Village Post, via Mamallapuram – 603 104, Kancheepuram District",20,"3 years
registration",Hosanna Children Home,Kanchipuram,India,Tamil Nadu,,,,, via Mamallapuram – 603 104, Kancheepuram District,,,
157,242/DSW/2010,"Paul Angel (Orphange) Charitable Trust, D.NO.149, Chinna Irumpedu Village, Near Orathur Village, Big Irumpedu Village Post, Chengalpattu Taluk- 603 105, Kancheepuram District",40,"3 years
registration",Paul Angel (Orphange) Charitable Trust,Kanchipuram,India,Tamil Nadu,,,,, Big Irumpedu Village Post, Chengalpattu Taluk- 603 105, Kancheepuram District,,
158,243/DSW/2010,"Hope for Future Charitable Trust, No.58, Old T.K.M. Road, Pooncherry Village, Kancheepuram District – 603 104.",26,"3 years
registration",Hope for Future Charitable Trust,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District – 603 104.,,,,
159,244/DSW/2010,"Duraisamy Generous Social Education Association, Vilvarayanallur, New Mambakkam Post, Maduranthakam Taluk, Kancheepuram District 603 306",125,"3 years
registration",Duraisamy Generous Social Education Association,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District 603 306,,,,
160,245/DSW/2010,"St. Joseph’s Home of Children, Dharkast Post, (via) Chromepet, Chennai- 600 044, Kancheepuram District.",125,"3 years
registration",St. Joseph’s Home of Children,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District.,,,,
161,289/DSW/2010,"Buba Batma Trust – Bubabatma Children Home, No.34/A, Yadaval Street, Kuzhipanthandalam Village & Post, Kancheepuram District – 603105",22,"3 years
registration",Buba Batma Trust – Bubabatma Children Home,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District – 603105,,,,
296,698/DSW/2012,"Public Charitable Trust - Arias Home of Hope (A Program of Hope Worldwide) Perukaranai village & Post, Cheyur Taluk, Chitamur Black, Acharapakkam, Kanchipuram District – 603309",38,"3 years
registration",Public Charitable Trust - Arias Home of Hope (A Program of Hope Worldwide) Perukaranai village & Post,Kanchipuram,India,Tamil Nadu,,,,, Kanchipuram District – 603309,,,,
297,699/DSW/2012,"Rising Star outreach of India – Hostel Thottanaval Village, Kadalmangalam, Road, Uthiramerur Taluk, Kancheepuram District",156,"3 years
registration",Rising Star outreach of India – Hostel Thottanaval Village,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District,,,,
298,700/DSW/2012,"HAJ Ibrahim Har Trust Heba Higher Sec.Mat. School, Plot No.2,3,4&5, Yadhav Stree, Zamin Pallavaram, Chennai – 600 043 Kancheepuram District",100,"3 years
registration",HAJ Ibrahim Har Trust Heba Higher Sec.Mat. School,Kanchipuram,India,Tamil Nadu,,,,, Yadhav Stree, Zamin Pallavaram, Chennai – 600 043 Kancheepuram District,,
299,701/DSW/2012,"Orphanage and Old Age Home Under Vishwa Shanthi Trust, Plot No.86, 1^{st} Main Road, SVN Part 2^{nd} , Srivari Nagar, Singaperumal Koil – 603204, Kancheepuram District",15,"3 years
registration",Orphanage and Old Age Home Under Vishwa Shanthi Trust,Kanchipuram,India,Tamil Nadu,,,,, Srivari Nagar, Singaperumal Koil – 603204, Kancheepuram District,,
300,719/DSW/2012,"El-Shadai Charitable Trust, El-Shadai Children Home, 37, Annai Theresa Street, Old Mahabalipuram Road, Kazhipattur, Chennai – 603 103. Kancheepuram District",45,"3 years
registration",El-Shadai Charitable Trust,Kanchipuram,India,Tamil Nadu,,,,, Old Mahabalipuram Road, Kazhipattur, Chennai – 603 103. Kancheepuram District,,
301,591/DSW/2011,"Ramalinga Adigalar Gurukulam, No.100 Om Sakthi Nagar, 6^{th} Street, Govilampakkam, Chennai – 117, Kancheepuram District",20,"3 years
registration",Ramalinga Adigalar Gurukulam,Kanchipuram,India,Tamil Nadu,,,,, Chennai – 117, Kancheepuram District,,,
302,592/DSW/2011,"Congregation of the Sisters of St. Joseph of Cluny – St. Joseph’s Home for Children, Cheyyur 603 302, Kancheepuram District",153,"3 years
registration",Congregation of the Sisters of St. Joseph of Cluny – St. Joseph’s Home for Children,Kanchipuram,India,Tamil Nadu,,,,,,,,,
303,593/DSW/2011,"The Somascan Society – Udhaya Vasal Boys Home, Plot No.1/720, Kolapakkam Main road, Kolapakkam, Chennai – 602101, Kancheepuram District",23,"3 years
registration",The Somascan Society – Udhaya Vasal Boys Home,Kanchipuram,India,Tamil Nadu,,,,, Chennai – 602101, Kancheepuram District,,,
304,610/DSW/2011,"St.Joseph’s Arul Illam, Bon Secours Convent, Pallavaram, Chennai – 43, Kancheepuram District",25,"3 years
registration",St.Joseph’s Arul Illam,Kanchipuram,India,Tamil Nadu,,,,, Kancheepuram District,,,,
305,611/DSW/2011,"Mizpah Charitable Trust, (Mizpah Orphan Home), Muthaliarkuppam (village & Post), Cheyyur, Kanchepuram District – 603 302",30,"3 years
registration",Mizpah Charitable Trust,Kanchipuram,India,Tamil Nadu,,,,, Kanchepuram District – 603 302,,,,
306,646/DSW/2011,"Little Flower Home for Children, Theresapuram, Pondur post – 602105, Kanchipuram District",67,"3 years
registration",Little Flower Home for Children,Kanchipuram,India,Tamil Nadu,,,,,,,,,
